temp,rh,so2,no2,co,pm10,pm2.5,o3,day,dow,death_total
7.2,69,13.75449561,22.62774123,0.55933,65.01744639,30.68489279,49.3063303,347,6,337
8.1,75,15.39342005,23.30688528,0.638344466,62.80970156,37.21247255,51.14285714,348,7,374
9.9,70,14.50508603,34.23748837,0.541493676,52.52930105,30.22148596,81.14285714,349,1,371
7.2,80,13.24662118,38.61536712,0.650989211,44.91122807,23.66371345,60.94232436,350,2,358
6.8,89,13.6037037,38.20952381,0.619757143,44.51658755,25.1697619,39.28571429,351,3,424
7.5,72,13.61471861,31.04088504,0.640690909,55.40271702,31.21558442,61,352,4,390
3.3,62,13.1969697,23.89160513,0.60133961,57.80616162,34.72207792,56,353,5,363
2.3,63,11.59199657,16.66719603,0.587793281,68.9172125,29.78104649,23.66666667,354,6,370
2.5,60,17.74697392,24.68085027,0.60635584,85.45727652,28.60532581,42.5,355,7,417
4,67,32.94094304,53.04184952,0.804230147,90.94823529,43.69332665,42.66666667,356,1,362
4.1,70,44.32718489,91.29063913,1.105540711,140.2843083,96.46294466,53.5,357,2,445
4.8,68,30.87124756,94.51534392,1.10817,147.1360489,105.3069048,44.48769415,358,3,412
5.2,73,13.68908382,44.80896686,0.57467193,54.65791194,22.0994496,31.5,359,4,424
4,68,9.564090177,35.75832758,0.555627743,39.89039808,16.94539337,16.16666667,360,5,399
0.7,54,11.38544974,28.7526455,0.503728095,48.01469925,22.6752381,36.57142857,361,6,462
0.1,51,15.66084559,52.78571429,0.693990972,91.59104938,55.39801198,30.29380724,362,7,410
0.2,59,20.19255583,52.11657514,0.852005217,117.3118477,66.66079451,26.71428571,363,1,424
2,57,14.51515152,33.89811155,0.650853162,74.06336579,47.57964427,43.5,364,2,445
4.4,55,12.06126427,55.09356725,0.595547368,69.64468254,41.99097744,53.9813195,365,3,408
5.7,59,15.02765423,72.33007351,0.616302447,76.27676541,55.48197303,60.82728047,366,4,524
7.2,67,23.46428571,88.55357143,0.701514286,91.50714286,83,59.625,367,5,481
11.6,58,56.41823123,94.86442314,1.073882609,172.0873224,141.9169647,45.125,368,6,451
7.2,76,36.59757905,63.04891304,0.920773913,122.3856191,112.295703,38,369,7,464
4,78,25.25838745,63.86788278,0.749927273,63.73739188,46.32772166,31.25,370,1,426
8.1,71,20.00370553,49.55434783,0.665869565,47.31455389,31.28140097,61.375,371,2,459
10.3,85,18.24686717,60.5609127,0.73437619,51.54779872,46.04037872,21.5,372,3,416
7.4,86,17.1506061,37.63589015,0.4971375,37.76274635,37.40993266,51.875,373,4,457
3,58,19.22848732,28.89583333,0.487308333,55.66145833,29.33796296,57.75,374,5,400
2.5,70,25.92886552,48.21369617,0.614705534,78.68976294,46.48481712,61,375,6,444
5.6,76,21.35214921,43.8901721,0.573304167,55.43709563,44.503489,56.625,376,7,443
5.9,73,28.49136905,48.24007937,0.685218182,106.9866552,81.03037898,61.5,377,1,424
4.7,65,24.35460526,32.48125,0.565945,58.02988782,53.91111111,60.38186502,378,2,464
4.4,63,18.71996753,39.76465311,0.48805,29.72525649,19.62674363,58.75,379,3,411
4.4,60,20.18305336,43.65010352,0.473943478,43.27070315,30.04479578,60.17752584,380,4,471
5.2,74,26.368083,69.48665327,0.807065217,92.35230018,78.85902503,62.125,381,5,406
6.5,77,34.07797619,89.69620927,1.035580952,117.7164274,95.94153439,33.75,382,6,435
5.5,72,42.31571146,54.54456522,0.971934783,186.0687592,160.5797101,63.875,383,7,443
3.9,74,33.19614625,61.7080863,1.026286957,132.5486801,120.4154589,74.125,384,1,394
5.4,63,60.24267912,76.90370813,1.226021739,248.4971358,187.1614423,38.625,385,2,426
3.2,47,30.23351648,45.875,0.777857143,106.6744505,53.53174603,29.99338192,386,3,451
1.9,56,34.75,60.35,0.719086667,59.99315476,51.13276353,35.25,387,4,416
5.7,62,21.14463933,48.57778533,0.512765217,51.20420847,41.10963883,61,388,5,398
11.6,60,19.81225296,41.57608696,0.417373913,42.02642709,28.79613527,59.125,389,6,418
10.9,68,32.79166667,50.33333333,0.856025,203.4404762,163.2617845,38.625,390,7,391
6.7,67,16.27622283,25.06354167,0.384345833,50.90616883,31.61018519,63.42857143,391,1,387
7.2,71,14.54538334,45.21830357,0.468652381,34.75324675,18.75228475,63.875,392,2,390
8.3,80,23.0514881,42.07457983,0.609714286,64.93060031,49.07890212,55.125,393,3,391
10.6,84,14.86491055,46.29592391,0.573613043,67.22255314,57.84033816,52.75,394,4,344
10.6,85,27.51528974,50.40767045,1.131204167,192.3298753,189.4228395,61.5,395,5,332
14.2,78,18.13997653,26.58951407,0.803565217,258.8576087,143.101195,104.75,396,6,333
18,70,14.59868421,45.14589783,0.484834783,98.80480557,66.09356725,82,397,7,468
10.3,94,12.85474308,40.44184783,1.290143478,247.6965399,185.368599,24.42857143,398,1,381
7.5,80,11.18668831,20.17741703,0.414095455,60.90871212,45.64772727,64.71428571,399,2,335
3.5,55,12.75595238,13.70068027,0.286933333,37.0547619,18.71428571,73.28571429,400,3,325
5.2,78,11.62302372,20.06435555,0.303609289,23.0458498,14.3944768,56,401,4,355
7.8,95,9.381422925,23.27772848,0.35746087,9.249422799,8.018020595,51.57142857,402,5,350
5.3,92,11.43478261,23.83341895,0.368808696,11.27039806,9.985660173,49.28571429,403,6,363
3.1,71,17.90242095,24.21688547,0.599252174,46.36237799,40.62011419,65.875,404,7,338
2.1,72,17.73958333,21.61875,0.523729167,53.07175795,45.75925926,59,405,1,343
-0.2,71,13.94762846,22.4371118,0.481769565,33.58441558,27.34299517,60,406,2,369
0.5,71,17.33125412,29.28768116,0.508647283,41.82111801,35.06984702,59,407,3,364
3.5,78,13.85079051,29.62463533,0.560043478,29.08105904,24.92753623,57,408,4,381
5.3,68,12.52624459,24.35795455,0.457640909,34.85064935,24.64646465,75.875,409,5,366
4.6,66,15.9365942,32.32087862,0.556924819,55.49534161,40.66324477,84,410,6,386
4.2,68,14.528125,35.78958333,0.39955,36.68958888,29.37777778,79.5,411,7,364
6.8,82,10.06000906,38.1875,0.4046625,24.87425241,20.45833333,49.125,412,1,358
7.9,98,12.46195652,42.08695652,0.540613043,32.05124887,26.03705534,51.99245662,413,2,415
4.6,91,11.73980978,28.50769928,0.566558333,26.91025066,23.74272487,58.875,414,3,343
3.3,87,24.19244071,52.62870553,0.845668972,85.02865829,60.2649999,30.75,415,4,322
3.8,74,62.94806985,66.77987132,1.292894118,150.758469,149.2222222,65.19959351,416,5,343
3.8,76,32.74772727,48.47272727,0.704449091,113.7161336,100.8521886,102.375,417,6,324
6.8,71,16.85570522,40.04683274,0.526016008,58.38543092,56.72048992,83.75,418,7,375
7.6,76,23.371875,42.63541667,0.6310125,96.71460081,85.36018519,102.5,419,1,361
8.6,91,15.94542572,55.87318841,0.677004167,99.87401996,84.30092593,51.375,420,2,374
9.7,96,11.19047619,30.68181818,0.486245455,11.82440087,20.59876543,98.125,421,3,391
9.4,96,10.12125329,48.60960145,0.764616667,62.45438521,47.06944444,73.125,422,4,399
10.4,86,28.94702381,84.3577381,1.05245881,109.3921951,94.34062007,41,423,5,327
7.9,94,12.91276738,44.13760027,0.829236364,100.2740432,81.89512775,36.70964916,424,6,293
6.5,86,11.05357143,45.70535714,0.297230435,39.71379454,26.05555556,58.125,425,7,371
7.2,67,21.61458333,39.06060606,0.6833125,79.33164983,52.46276167,105.375,426,1,329
8.5,70,14.84556159,36.95474249,0.520841667,62.14114332,34.97000805,101,427,2,353
9.3,83,17.04646739,52.68822941,0.558613043,37.1382183,23.37955643,57.5,428,3,317
7.7,66,14.91125541,30.42343074,0.53067381,54.43056758,37.10509861,68.51277401,429,4,332
6.2,60,14.50520833,32.30729167,0.4777125,40.85648148,22.37962963,80.75,430,5,332
6.9,58,14.26136364,38.73890693,0.437622727,43.31577682,25.42905243,84.75,431,6,325
7.4,62,16.32065217,32.52717391,0.516182609,60.54159504,45.73913043,79.625,432,7,338
7.1,70,31.34125906,76.53532609,0.805658333,103.2105369,81.06944444,93.75,433,1,329
8.4,80,35.95208333,80.79375,1.0080875,170.1198048,152.0277778,99.375,434,2,352
11.3,65,20.92708333,38.13184524,0.442841667,75.65413036,50.89814815,113.375,435,3,323
12.9,89,13.86956522,44.9673913,0.52043913,31.9871633,29.31225296,19.57142857,436,4,356
7.3,57,18.94886364,38.17628589,0.41335,66.09848485,36.53535354,74.42857143,437,5,325
9.3,50,40.61451863,80.58035714,0.711234783,121.0365021,81.30331263,98.25,438,6,335
13,47,33.28896104,73.48189935,0.555626385,123.2640933,84.42578163,119.2605563,439,7,348
15.8,57,24.61755952,59.61830357,0.5452875,107.6435185,70.20833333,137,440,1,324
18.6,67,25.95869565,71.17826087,0.736034783,116.0148521,79.58454106,113.875,441,2,406
16.2,75,39.90909091,97.22101449,1.018647826,203.5467391,137.1447079,133.875,442,3,378
10.3,83,14.1242236,44.14074712,0.536043478,188.5057312,68.88405797,73.14285714,443,4,329
9.7,57,18.625,33.21354167,0.452258333,95.60365447,58.82222222,108.5,444,5,279
9.6,47,15.56547619,45.93348861,0.3466125,67.75462963,25.91711957,98.57142857,445,6,332
11.4,41,18.00595238,52.35714286,0.369120833,76.08997585,41.44791667,128.2857143,446,7,310
13,61,11.98109244,26.91111111,0.265533333,54.95502646,30.96770833,102.7142857,447,1,312
16.8,67,15.01298309,39.74214976,0.349028804,58.57383096,33.6107337,92.66666667,448,2,328
17.5,84,18.96753247,70.48701299,0.568836364,72.16336804,55.96022727,42.28571429,449,3,356
16.3,82,23.4568668,68.03441245,0.777152174,103.9062034,85.27482555,91.14285714,450,4,358
14.1,83,11.01428571,48.48435374,0.414009762,50.79538961,41.10846561,96.28571429,451,5,299
15.7,86,8.807453416,38.57660455,0.449226087,44.08760871,38.57004831,97.14285714,452,6,291
16.3,96,16.79166667,65.32738095,0.853175,82.83463203,67.68981481,24.57142857,453,7,306
13.9,80,24.37267081,48.79045894,0.742430435,112.4669897,97.56038647,120.875,454,1,276
12.6,75,14.65213358,46.45589827,0.463868182,63.69606061,59.75372775,109.375,455,2,267
14.3,79,12.9125817,46.14149306,0.366269565,64.13199176,50.6570443,116,456,3,351
14.5,80,15.76639493,52.90724638,0.4189625,59.82830723,46.14520934,86.25,457,4,303
15,76,15.59258021,44.51203209,0.386531818,61.44917721,47.76452197,101.8686373,458,5,273
13.2,50,27.71596791,61.12477355,0.512109964,96.46302701,47.76084081,115.625,459,6,281
12.9,57,24.89583333,55.11979167,0.56225,104.1480072,59.47685185,106,460,7,287
11.9,40,11.17613636,31.23863636,0.292518182,53.03181818,18.98725349,102.125,461,1,266
13.9,65,12.04347826,36.78804348,0.401395652,56.31047431,34.74879227,102.375,462,2,280
16.3,77,17.07540761,64.20516304,0.596804167,79.36666321,65.29669887,95.125,463,3,287
17,76,12.76587302,49.04012346,0.574991667,88.24066545,68.16805556,120.8888889,464,4,327
18,57,14.05374396,56.61010467,0.5855375,89.23015769,59.89384058,144.4444444,465,5,323
15.3,79,10.44853295,35.78811929,0.512445455,74.56688381,50.74004329,107.4444444,466,6,299
16.8,93,12.37908497,45.85620915,0.712047059,78.84755495,58.10294118,105.1836677,467,7,307
13.7,89,12.03030303,31.15656566,0.631731818,52.029884,45.18181818,112.4444444,468,1,306
14.8,78,14.89166667,57.30833333,0.684608333,80.34572627,66.64634058,130.7777778,469,2,293
16,64,16.07608696,42.42805383,0.517308696,60.04723778,49.52173913,131,470,3,303
17.1,85,11.11956522,44.84090909,0.514291304,62.86764413,42.65700483,70.5,471,4,296
17.6,89,31.38095238,89.75510204,1.2145,137.2820355,139.5820106,27.125,472,5,275
15.1,82,18.63510101,43.70479798,0.711559091,71.02321429,70.89090909,95.55555556,473,6,278
14.2,93,8.4828722,28.52657005,0.552365217,29.94765913,24.30434783,82.77777778,474,7,300
14.5,83,9.87037037,28.96296296,0.492454167,50.92451982,35.27083333,96.88888889,475,1,285
13.5,86,10.93653931,46.62318841,0.615317391,53.00274889,46.50391304,87.33333333,476,2,258
15.3,73,15.03522544,55.50966184,0.673627174,76.07165414,53.3666102,103.8888889,477,3,231
15.4,64,17.79007466,72.09178744,0.916686957,97.44800149,71.89209486,125.5555556,478,4,266
17.9,76,12.52613087,32.94532279,0.607840909,64.69810871,55.16852507,115.1111111,479,5,325
19,74,9.147123408,23.48309179,0.490926087,49.65687371,28.58695652,122,480,6,315
17.6,92,8.283333333,21.73888889,0.45878,29.60685412,17.25,85.66666667,481,7,296
17.5,90,15.77973576,43.68256844,0.910586594,91.36208333,59.22771739,40.66666667,482,1,325
16.8,76,19.94887279,40.45068438,0.756132428,57.29133053,53.18568841,75.77777778,483,2,280
17.1,69,33.4947484,60.46585304,0.871608696,104.7405058,75.07032037,144.375,484,3,276
17.9,63,18.11111111,64.934375,0.657775,91.5681191,60.20055231,145.875,485,4,246
21.4,60,22.47745572,48.10044283,0.689975,125.573522,94.33140646,185.125,486,5,328
22.9,55,30.92777778,48.63253968,0.831915,149.3876901,83.97473684,163.5555556,487,6,304
16.9,53,14.98333333,30.49206349,0.564390476,85.25595238,37.71904762,89.66666667,488,7,268
16,73,16.46215781,59.21417069,0.814305616,81.21848543,48.67934783,41.33333333,489,1,268
16.2,41,15.01932367,37.94710145,0.486717391,75.41656315,30.70869565,123.4444444,490,2,252
17,40,16.71476671,42.93987494,0.481586364,87.1008658,35.86623377,137.5555556,491,3,280
20.3,57,18.27689943,37.71528954,0.570121542,85.69407115,41.97332016,148.1111111,492,4,278
19.7,66,23.7350737,51.8859044,0.766599094,112.3827899,72.27091695,162.5555556,493,5,285
17.1,73,11.86931217,37.39285714,0.617666667,64.68561821,47.76190476,117.2222222,494,6,295
18.2,89,7.268518519,24.71354167,0.585854167,51.39806292,39.78333333,88,495,7,270
21,89,9.705094422,29.57065217,0.7283,54.94257968,37.41304348,49.33333333,496,1,280
21.7,61,23.647343,52.70108696,1.025126087,102.0421651,83.66521739,164.6666667,497,2,291
22,51,20.0410628,47.01630435,0.717978261,84.34375274,58.91304348,136.4444444,498,3,287
22.4,79,19.74868248,47.69711609,0.9346375,114.1305189,73.14135376,197.3333333,499,4,304
21.7,60,19.50716403,45.79891304,0.639930435,102.9145952,55.1916996,154.875,500,5,291
22.2,48,17.66304348,51.4673913,0.549643478,100.8727022,53.45065562,155.125,501,6,305
19,85,7.890172101,24.37137681,0.553213225,89.53518519,57.57789855,113.875,502,7,294
18.2,82,7.788043478,24.17934783,0.468482609,47.94923259,27.62318841,107.5,503,1,264
19.1,91,7.677649511,37.71051788,0.577831818,58.69946257,43.49458874,82.66666667,504,2,293
21.2,81,14.63888889,45.30092593,0.797458333,96.26247503,68.655,130.2222222,505,3,290
23.1,71,18.97643098,46.33838384,0.856168182,138.8670185,94.46818182,205.3333333,506,4,289
23.6,61,12.47167325,31.72441809,0.613865217,73.7489942,72.30869565,149.5555556,507,5,278
22.8,70,8.68015873,23.21693122,0.449561905,39.5808016,24.56666667,116.3333333,508,6,309
22.7,78,8.37037037,20.041939,0.427020833,41.91568323,23.25222567,102.8888889,509,7,301
24.3,87,14.89291465,49.98570853,0.888619928,110.0644969,83.87916667,83.22222222,510,1,267
26,57,23.03174603,54.3965849,0.911754545,235.3988816,115.1318182,161.5555556,511,2,302
27.5,45,30.54106563,61.44567901,0.823309524,241.3971964,146.0640351,187.5555556,512,3,304
27.6,43,35.025,70.05698529,0.728025,194.5430409,112.36,173,513,4,323
27.8,45,29.17007988,70.55432099,0.773372222,196.3356209,83.97333333,180.2222222,514,5,291
29,41,29.73888889,62.32222222,0.769547632,172.3826952,95.15437909,180.1111111,515,6,303
25.3,62,13.40347628,20.50584795,0.493559737,80.49825937,41.27210526,140.8888889,516,7,274
22.5,87,9.167105841,17.82411067,0.468817391,33.49544913,20.87252964,90.33333333,517,1,293
23.2,82,10.22301587,25.82010582,0.755185714,52.43722222,46.23809524,90.11876762,518,2,290
20.6,77,16.23809524,34.37883598,0.696828571,62.27070232,42.04761905,95.66666667,519,3,260
21.7,75,19.71344456,39.87948439,0.762160476,79.0377263,59.54666667,93.88888889,520,4,257
22.1,78,11.68333333,37.63845599,0.628124524,58.24367973,40.20674603,107.1111111,521,5,281
22.7,79,11.35225564,37.28650794,0.574324286,64.92849206,50.5197619,117.5555556,522,6,292
24.7,77,10.36165577,30.84204793,0.565743464,80.66356075,58.6751634,161.8888889,523,7,237
23.8,80,8.189441196,25.65847953,0.430191579,51.03889817,40.73026316,97.25,524,1,264
22.9,75,9.032236842,21.03355263,0.432006053,45.93334603,30.59678363,102.875,525,2,246
22.8,80,8.40001941,24.72916667,0.440533929,41.66193583,26.60648148,74.625,526,3,260
23.5,76,11.52248677,28.99047619,0.486141429,45.75616296,28.94904762,89.21580007,527,4,241
23.7,69,14.00739348,41.51793546,0.650454524,75.90079298,54.71865079,135.2222222,528,5,268
26.1,64,22.41390091,52.60918711,0.8189,124.6795678,84.11580087,217.1111111,529,6,262
27.3,59,22.43079922,55.20695257,0.809631579,140.7946577,95.06052632,247.6666667,530,7,293
25.9,67,13.71212121,41.28186628,0.584669481,80.50073308,50.50887446,112.7777778,531,1,291
23.2,86,7.469395712,20.88596491,0.503254737,36.61929094,21.99552632,89.66666667,532,2,286
22.1,92,10.62481962,40.03102453,0.798295455,56.12890259,36.82186147,79.11111111,533,3,244
22,80,8.652339181,30.9,0.54153,36.69908306,23.285,107.1111111,534,4,240
23.6,79,7.304650515,24.00584795,0.523272431,48.31939542,36.3877193,121.7777778,535,5,228
23.3,92,8.608201058,42.75952381,0.657972857,45.65564241,34.11119048,47.44444444,536,6,241
22.3,94,8.671693122,35.26587302,0.586695,28.895,29.65791562,74.66666667,537,7,252
22.6,84,8.395382395,28.83838384,0.4922,32.96694975,21.18636364,92.77777778,538,1,257
22.6,83,9.825438596,35.54122807,0.58462,48.82774517,35.19710526,67.66666667,539,2,248
24.4,79,11.56695906,34.57573099,0.660065,61.4355242,49.69726608,147,540,3,302
22.3,87,9.210144928,32.8492351,0.623819928,33.59056468,23.36974638,82.22222222,541,4,236
21.6,95,6.457912458,43.75420875,0.712581818,22.94093838,16.92952636,67.33333333,542,5,263
22.3,91,9.085137085,38.22895623,0.674395257,35.46700747,21.50604743,66.77777778,543,6,263
24.2,85,18.08369408,60.08080808,1.063786364,106.8595858,87.53636364,142,544,7,243
25.6,74,24.53030303,53.52525253,0.887181818,134.0545543,98.66818182,182.5555556,545,1,261
24.5,74,13.05584795,39.62222222,0.76531,81.50650433,65.84605263,120.7777778,546,2,215
22.3,89,7.941432641,32.00832316,0.546538095,58.74074328,42.15546173,61.22222222,547,3,299
24.3,93,13.36019721,45.57278044,0.800727273,62.87079943,50.62963203,45,548,4,305
25.2,79,21.79236813,41.60381594,0.994104545,90.69011516,81.91597554,146.125,549,5,243
24.2,82,13.97796053,36.03125,0.612455,81.53945499,48.89444444,101.1964243,550,6,252
25.5,87,9.697381423,26.46788538,0.503602569,51.2037037,30.22288098,56.5,551,7,277
24.8,81,12.58523904,33.7823499,0.703117391,72.20295815,54.40982287,119.625,552,1,243
24.6,81,16.83838384,38.03030303,0.647668182,64.40817662,43.87240829,104.8888889,553,2,279
25.2,82,8.475563084,24.60593513,0.496269565,41.11797534,25.58648598,90.66666667,554,3,247
27.1,79,11.56506239,20.84937611,0.594309091,46.77968415,24.52858852,59.66666667,555,4,264
28.9,78,19.84545455,50.27626263,1.103022727,144.7401863,98.93910534,164.1111111,556,5,268
28.2,84,15.34082892,55.12839506,1.026119048,172.8679218,126.5619048,147.3333333,557,6,300
27.3,87,10.72275132,47.04338624,0.907347619,118.3362668,79.66611111,154,558,7,276
24.4,89,10.79268879,34.04136604,0.836541342,58.4702381,40.85285205,93.88888889,559,1,247
25.7,83,11.52717653,33.32828283,0.819313636,68.27729021,71.77272727,173.5555556,560,2,244
23.9,93,9.146296296,57.08888889,0.771866667,54.57949495,41.92,93.22222222,561,3,240
26.5,85,12.99935666,52.09619408,0.815960823,86.92601856,63.05267316,106.3333333,562,4,253
29.5,75,9.975845411,22.43192798,0.511973913,45.36317448,23.93478261,112.2222222,563,5,267
29.6,77,8.964946952,19.89185524,0.484895652,36.62810845,17.26727689,90.77777778,564,6,248
29.8,75,10.67698413,24.82063492,0.498414286,46.04933584,22.97857143,101.7777778,565,7,283
29.8,76,8.779333956,22.9973545,0.500671429,41.18022452,22.89365079,124,566,1,270
30.4,73,9.104871176,19.84440419,0.474764674,36.71912405,20.16557971,116,567,2,287
30.5,71,9.603059581,18.06421095,0.4927,35.97989523,15.94202899,117,568,3,259
30.9,72,6.982038429,14.48362906,0.4217375,45.935129,16.18583333,66.44444444,569,4,268
30.3,75,6.12444417,11.04098732,0.35939837,51.05905289,19.82259552,72.375,570,5,304
29.4,73,12.36650198,27.35083992,0.564399407,59.63422619,36.33230472,99,571,6,294
28.1,77,19.31709559,40.58312909,0.786738889,126.8538831,102.813031,122.375,572,7,274
26.3,90,12.45892857,31.90892857,0.511692857,64.06106061,44.03095238,85.5,573,1,263
27.4,82,16.47374226,40.54880031,0.673832619,74.69140068,50.05580495,164,574,2,259
29.8,75,12.29176201,26.70537757,0.495047826,58.5861882,46.20835785,141.125,575,3,306
30.4,73,10.11988304,15.04605263,0.406947368,42.20289337,22.56315789,94.2961181,576,4,284
29.6,80,10.75654762,13.82559524,0.408219048,32.70753422,15.08214286,50.875,577,5,241
26.5,87,8.613194444,14.79305556,0.369475,24.3818219,12.62444444,52.875,578,6,307
26.6,85,12.36111111,21.5,0.633011111,31.68055556,17.64444444,107.2023977,579,7,267
29.6,75,17.55386905,34.06547619,0.747471429,82.9220226,56.31190476,163.5,580,1,263
31,71,17.59646739,36.77015399,0.7755,105.1959015,74.42559524,212.875,581,2,255
30.7,75,11.25303025,24.32535106,0.517066667,62.3583493,40.80598095,159.25,582,3,264
29.9,76,11.7166502,22.65316206,0.577432016,53.9497865,29.19098814,146,583,4,302
29.3,78,10.51309289,19.34782609,0.416743478,37.40384423,20.90869565,87.625,584,5,292
28.1,82,11.60855263,20.67039474,0.44699,40.22337824,24.24394737,52.28985414,585,6,258
26.1,90,9.146130952,36.63690476,0.476161905,43.30521587,29.22619048,52.375,586,7,279
25.8,83,18.23214286,40.17857143,0.873447619,69.38691415,52.18746867,100,587,1,256
26.3,75,13.16098485,28.03327922,0.524022727,48.77620821,34.41641202,131.5,588,2,273
26,72,14.86580479,43.36536561,0.535730435,57.78794984,35.98783487,100.25,589,3,234
27.2,77,10.34469697,22.53409091,0.528890909,63.7277408,46.27142857,121.5,590,4,262
25.7,89,11.09375,30.83854167,0.672095833,38.4101913,26.50723684,70.375,591,5,252
24.6,86,14.72927632,44.2125,0.646255,51.88292729,33.99210526,86.25,592,6,238
25.8,77,11.13586957,26.82608696,0.545356522,52.49462482,40.31561265,114.75,593,7,271
23.3,92,8.660573123,31.625,0.527052174,34.14453061,24.03043478,84.5,594,1,266
23.2,94,15.76785714,48.11309524,0.853261905,59.14771784,41.31904762,49.75,595,2,269
22.7,92,10.80979437,48.07323232,0.594340909,30.69121517,20.80675553,70.25,596,3,281
22.9,92,10.28571429,50.03943452,0.64047619,33.42141941,25.65625,73,597,4,251
24.5,83,18.47375541,50.01325758,0.820913636,75.09948529,57.80223665,168.625,598,5,311
26.5,85,11.99890351,30.91915761,0.544595833,43.16811577,42.88115942,116.375,599,6,314
27.7,85,12.83531746,36.68452381,0.562761905,70.64556373,51.57666667,125.125,600,7,294
29.2,76,21.76190476,38.76190476,0.691014286,93.82800862,66.29011905,184.5,601,1,330
26.6,75,17.57298137,34.70380435,0.857030435,91.1359533,56.84011858,151.125,602,2,312
26.1,74,16.25543478,41.95652174,0.7629,80.44663165,65.36521739,141.375,603,3,267
23,80,12.74327122,44.82756917,0.557686957,52.25907538,36.24492754,92.625,604,4,266
24.7,84,13.52272727,34.66420455,0.507954545,58.2849476,37.53337321,106.25,605,5,295
25.1,87,14.13933983,49.1758658,0.737454545,60.18589158,43.51966367,68,606,6,279
25.4,80,11.8423913,28.86956522,0.4415,32.60688271,20.44782609,102.625,607,7,237
25.2,83,9.281907895,27.18125,0.42698,37.46880117,21.51,90,608,1,238
26.2,86,13.3546725,29.36220591,0.533826087,51.45315476,35.28307736,107.1428571,609,2,329
26.5,83,17.30110992,38.54092374,0.559104762,75.97219629,52.79086605,157.5714286,610,3,309
24.1,89,17.1229097,48.40635452,0.806773913,66.53859477,44.71204013,77.125,611,4,271
23.7,82,31.1921875,44.8296875,1.047435,127.1898014,106.01375,197.125,612,5,259
25.5,77,13.74015152,31.98522727,0.719277273,87.09734569,80.49666667,185.75,613,6,290
26,78,11.92579051,28.59891304,0.509047826,55.79993412,41.8570844,136.625,614,7,291
25.6,80,11.24431818,27.91152597,0.53075,48.92616075,34.03229814,131.625,615,1,293
25.5,76,13.01358696,28.07453416,0.55286087,54.71474567,38.99365264,134.125,616,2,286
26.1,74,11.13928571,24.45947972,0.517614286,49.35035438,33.47666667,114.6666667,617,3,314
25.1,79,13.40203034,29.19695281,0.62826087,69.399082,45.30050725,110.8888889,618,4,267
24.6,69,13.50972127,31.12037248,0.512413636,38.75607817,16.0508658,127.2222222,619,5,299
24.7,78,11.63567013,35.12982462,0.529781423,45.35988818,21.12876964,103.1111111,620,6,268
23.1,89,9.929292929,27.86868687,0.534290909,25.16360879,16.86788676,87,621,7,287
24.6,78,9.419887279,18.97685185,0.443545833,35.35634058,16.199063,93.55555556,622,1,273
24.2,74,10.8705653,20.34389214,0.46156,30.52805556,14.37476608,104.7777778,623,2,285
24.2,75,11.75485009,30.58371624,0.563295238,47.85431495,29.8877193,121.7777778,624,3,256
24.6,68,13.7662037,28.74684343,0.49264375,41.80803571,20.01875,110.3335703,625,4,275
21.7,79,12.01111111,32.82328042,0.5515,36.336934,19.36285714,88.11111111,626,5,250
20.1,80,15.38380138,62.4953195,0.804380952,57.43169895,38.34761905,63.88888889,627,6,248
21.6,84,22.08366271,53.30390865,0.931534783,73.49858782,60.07924901,103.1111111,628,7,281
23.7,74,12.42010962,20.54931837,0.444827273,29.77839105,12.74241342,115.125,629,1,286
23.1,83,10.45507709,16.45606061,0.495365909,36.05480178,15.29545455,84.22222222,630,2,290
23.9,95,10.26818182,24.31659452,0.555927273,20.01849882,13.78772072,27.77777778,631,3,302
23.4,84,11.73480143,33.86059351,0.636921344,41.75725564,28.36363636,67.875,632,4,301
23,79,15.15131579,51.04761905,0.621633333,71.46707742,47.61971596,157.25,633,5,274
23.6,79,11.54329004,36.72159091,0.709013636,73.04453621,57.99545455,149.1111111,634,6,263
24.8,80,11.75945419,32.40570175,0.666157895,51.67094581,41.10666667,134.2101579,635,7,327
25.3,76,9.747335932,23.31759868,0.575677895,35.93344427,20.35973684,119.6666667,636,1,279
25.6,81,20.06144781,39.33143939,0.842245833,87.25525423,51.89921481,108.625,637,2,312
21,79,9.386568062,20.44545455,0.584783712,37.67437343,18.92295455,78.77777778,638,3,268
20.6,68,14.57748538,29.99557749,0.470669444,47.46474984,20.8194282,110.75,639,4,265
22.4,72,21.12854437,44.51352814,0.804453247,89.08989899,53.19336219,182.375,640,5,280
21.6,68,16.5034585,24.89772727,0.640779249,70.22842628,52.9571805,127.75,641,6,300
20.9,65,12.31965944,20.03490497,0.460604678,40.38971066,15.95873944,126.75,642,7,268
21.7,70,13.75449561,22.62774123,0.55933,65.01744639,30.68489279,130.375,643,1,275
20.7,60,15.39342005,23.30688528,0.638344466,62.80970156,37.21247255,127.8888889,644,2,294
20.5,56,14.50508603,34.23748837,0.541493676,52.52930105,30.22148596,131.125,645,3,267
20.1,67,13.24662118,38.61536712,0.650989211,44.91122807,23.66371345,115.6666667,646,4,317
21,64,13.6037037,38.20952381,0.619757143,44.51658755,25.1697619,127.4444444,647,5,321
21.7,75,13.61471861,31.04088504,0.640690909,55.40271702,31.21558442,140.8888889,648,6,300
