temp,rh,so2,no2,co,pm10,pm2.5,o3,day,dow,death_total
9.7,62,37.28470876,85.83150836,0.618129412,135.3681723,98.74439776,53,29,3,384
8.9,72,24.65661703,57.22096909,0.663150585,81.18809524,63.88512759,107.7,30,4,374
14.1,69,20.13721062,51.81083143,0.62656087,90.12670807,65.48007246,80.2,31,5,336
12.3,86,19.15178571,43.33928571,0.7578125,61.9830378,54.39895833,14.2,32,6,423
6.5,75,43.80501253,55.10980392,0.75521,220.9035714,71.69375,66.7,33,7,335
10.1,73,46.95701917,81.89350649,1.073722727,288.8658009,105.7077922,74,34,1,316
8.8,82,42.66841737,70.10504202,0.589582353,163.4929972,71.40441176,45,35,2,368
6.7,88,47.08464912,50.72420255,0.525185,88.27599681,54.27792208,36.8,36,3,311
4.4,77,59.61857143,63.68792717,0.599828571,99.04761905,67.97619048,40.3,37,4,325
2.1,75,53.57342657,84.59149184,0.905554545,133.9455267,102.9675325,63.33333333,38,5,325
-0.9,70,85.09761905,105.5532213,1.286847619,248,214.4557823,60.55555556,39,6,330
1.2,62,95.38253968,121.9997432,1.481425714,280.8940243,254.1238095,67.88888889,40,7,342
2.3,74,50.375,105.5553922,0.95461,171.3574074,155.2571429,83.55555556,41,1,379
5.2,69,34.93217893,102.9213564,0.893422727,146.395202,122.9090909,94.66666667,42,2,405
4.5,74,32.53703704,132.2314815,1.342972222,286.8623377,245.1269841,63.88888889,43,3,366
5.6,59,67.05952381,129.9285714,1.844333333,501.5079365,460.5034014,102.5555556,44,4,395
6.7,88,33.14912281,78.12962963,0.914225,158.5633333,158.2928571,57.66666667,45,5,364
6.2,76,26.38928571,68.82142857,0.657483333,143.5181818,124.9591837,93,46,6,363
5.8,70,47.50079365,75.07142857,1.102785714,217.0025253,177.5238095,107.6666667,47,7,364
9.9,77,54.1700919,62.36507937,0.748645,111.1499345,79.37152778,40,48,1,352
6.3,88,68.7707483,69.11363636,0.930218182,145.6974026,110.0471591,74.55555556,49,2,393
2.8,74,49.01428571,76.82062299,0.78127619,138.1088435,96.0952381,75.25,50,3,360
4.7,59,48.08496241,71.08421053,0.957676579,155.0018908,125.1957237,108.2222222,51,4,371
7,60,26.35421888,62.08270677,0.537963158,72.97410192,51.55921053,110.1111111,52,5,328
8.2,72,33.81281762,48.50197628,0.582017391,104.2498667,90.08695652,63.33333333,53,6,360
7.9,74,18.47340754,39.38311688,0.360809091,43.891163,23.76818182,99.55555556,54,7,338
9.6,65,15.12531328,32.47284879,0.439731579,14.28238304,13.26260965,107.1111111,55,1,311
11.5,85,23.39285714,31.91096939,0.47904375,60.53275641,45.4375,68.66666667,56,2,366
11.3,89,43.43137255,52.65959384,0.713918015,116.12118,92.3486826,37.88888889,57,3,359
9.8,78,86.19241285,78.96308954,0.957845455,227.1341429,202.2476077,79.88888889,58,4,297
12.5,69,37.20779221,46.42708333,0.514595455,66.46697601,59.95454545,105,59,5,309
7.3,72,26.42361111,46.25,0.433391667,62.70811878,55.20833333,74.88888889,60,6,372
3.8,56,26.95125165,50.78985507,0.524826087,67.10555186,57.36024845,83.22222222,61,7,306
5.3,52,54.79583333,48.35416667,0.7204,131.2900155,120.1565126,78.22222222,62,1,310
10.2,54,42.23838384,69.77373737,0.677633333,115.1871642,97.21731602,84.55555556,63,2,356
11.6,63,80.76110484,73.2826087,0.933595652,237.8546657,220.9254658,87.72717744,64,3,352
15.4,42,42.61666667,46.97619048,0.630190476,74.34866333,55.80069444,88.89035678,65,4,363
16.8,50,74.34920635,75.8015873,0.995194444,124.4646525,104.6680556,88.45341114,66,5,345
18.7,45,82.43752834,82.32380952,1.260285714,180.5070515,150.0006266,86.82465809,67,6,377
22.2,39,65.84166667,94.64583333,1.094505,163.1301535,131.3141326,84.41241519,68,7,375
8.4,62,73.57337454,95.92788462,1.088304396,152.8922848,124.6636142,81.625,69,1,362
7.2,74,48.73648063,92.54290546,0.894260287,123.2302051,104.1597255,54.22222222,70,2,295
14.7,67,23.46428571,88.55357143,0.701514286,91.50714286,83,98.11111111,71,3,286
7.7,75,56.41823123,94.86442314,1.073882609,172.0873224,141.9169647,65,72,4,309
5.4,62,36.59757905,63.04891304,0.920773913,122.3856191,112.295703,80.77777778,73,5,305
8.3,70,25.25838745,63.86788278,0.749927273,63.73739188,46.32772166,80.86431175,74,6,289
12.6,76,20.00370553,49.55434783,0.665869565,47.31455389,31.28140097,73.66666667,75,7,309
14.8,85,18.24686717,60.5609127,0.73437619,51.54779872,46.04037872,48.22222222,76,1,325
